"2017-06-23 10:00:12","ajp-nio-8889-exec-10 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.629","Load Wiki Page","drivepilot/_default/Home (1)"
"2017-06-23 10:00:19","ajp-nio-8889-exec-2 | u:admin","0.403","Load Work Item for preview","drivepilot/DP-485 (null, 86)"
"2017-06-23 10:00:22","ajp-nio-8889-exec-8 | u:admin","0.305","Load Work Item for editing","drivepilot/DP-485 (null, 86)"
"2017-06-23 10:00:42","ajp-nio-8889-exec-10 | u:admin","0.150","Load Work Item for preview","drivepilot/DP-489 (null, 116)"
"2017-06-23 10:00:45","ajp-nio-8889-exec-1 | u:admin","0.022","Load Work Item for preview","drivepilot/DP-482 (null, 103)"
"2017-06-23 10:00:46","ajp-nio-8889-exec-8 | u:admin","0.021","Load Work Item for editing","drivepilot/DP-482 (null, 103)"
"2017-06-23 10:00:56","ajp-nio-8889-exec-7 | u:admin","1.691","Save Work Item","drivepilot/DP-482 (null, 103)"
"2017-06-23 10:00:56","ajp-nio-8889-exec-5 | u:admin","0.022","Load Work Item for editing","drivepilot/DP-482 (null, 129)"
"2017-06-23 10:01:46","ajp-nio-8889-exec-10 | u:admin | uri:/polarion/wiki/bin/view/page/Home","0.537","Load Wiki Page","/_default/Home (1)"
"2017-06-23 10:02:02","ajp-nio-8889-exec-8 | u:admin | uri:/polarion/wiki/bin/view/project/elibrary/page/Home","0.960","Load Wiki Page","elibrary/_default/Home (1)"
